,content
1281,　　北京青年报(以下简称北青报)：让我们先来谈谈到目前为止的冬训。
1282,　　何塞：球队每个人表现出来的态度，在场上的求知欲望和野心都非常好，截止到目前，我是非常满意的。
1283,　　北青报：但是现在的球队比起两年前你当助教的时候，变化还是挺大的。
1284,　　何塞：就像你说的一样，这两年时间球队改变真的很大，有一些是我们今年无论如何都没办法弥补的，随着邵佳一、徐云龙、周挺、郎征这几个老将永远或是暂时离开球队，对我们在更衣室的经验，包括板凳上的厚度，都有不小的影响。包括达科(马季奇)也不在了，所以我们必须找到相应的人来填补这些空缺。
1285,　　北青报：拥有助教的经验，想必队员接受你的技战术理念应该比较快？
1286,　　何塞：从我的角度并且综合他们在场上的表现来看，我觉得他们理解得非常好。不过我也想知道真正的答案，因为每次我问他们，他们都说理解了，也许你们可以帮我问问，看看有没有不一样的答案。
1287,　　北青报：不过有很多球迷担心国安重新回到慢悠悠的所谓传控足球？
1288,　　何塞：其实这个问题很大程度上取决于对手而并非我们，如果对手缩在禁区里“摆大巴”，那么我们就不得不把节奏和速度降下来，把球控在自己脚下，但是如果对手和我们打对攻，那么我们的速度和节奏就会很快。在场上控球的前提，都是建立在保证比赛质量的基础上，所谓的基础，就是所有人都明白什么时候应该快、什么时候应该慢。
1289,　　北青报：但是这是否意味国安需要一个能在速度、节奏上带来突然变化的人？
1290,　　何塞：我认为这并不是一个队员的问题，作为一支球队、一个整体，速度和节奏的变化应该是全队保持同样的行动，而不是一个人可以解决的问题。
1291,"　　,国安肯定会用满外援名额"
1292,　　北青报：我们来谈谈张呈栋的离开。
1293,　　何塞：我们要承认“嘟嘟”的离去对我们的影响，他是一名很优秀的球员，但是那已经成为过去，我们需要向前看，现在转会窗口还没有关闭，我们也还处在准备期，一切都有可能。
1294,　　北青报：所以我们会在边路上有别的选择？
1295,　　何塞：我们队伍中有张池明、于大宝、宋博轩和巴顿这些出色的边路球员，当然我们也会考虑引进新的球员。但是我们要认清一点，那就是他走了，我们也不能停止向前。
1296,　　北青报：现在您的对手和当年曼萨诺面对的对手，已经大不一样了。
1297,　　何塞：一个好的教练总是和压力同行，因为你要想有野心，那么压力总是相生相伴的。面临挑战和对手，永远不要恐惧对手有多好的球员，你需要的是做好自己，打好每一场比赛，把每个小的事情做好，那么你会拥有一个大大的目标。
1298,　　北青报：您应该也听到了限外援的消息。我们想知道国安会不会用满外援名额？
1299,　　何塞：肯定会用满外援名额，我们不能在这方面落后于对手，我们必须有足够的队员储备，才能打好比赛，所以这第五个外援名额绝对不能放弃。虽然比赛的时候只能三个外援上场，但是漫长的赛季中谁也不知道伤病或是红黄牌停赛什么时候会到来，所以我们必须做好所有的准备。
1300,　　北青报：但是这会不会给更衣室的管理带来新的难题？
1301,　　何塞：每场比赛每个对手都是不同的，所以外援的使用搭配也不会一样，不过就像你说的，外援出场名额和时间的安排的确是给教练出了一个难题，尤其我们没有亚冠的比赛，或许比亚冠队伍安排外援出场还要困难一些，但是现在新的规定就是这样，在大家都一样的前提下，我们就只能去努力适应，而且成为适应得最好的那一个。
1302,　　北青报：那么23岁以下队员的使用呢？您对他们有什么评价？
1303,　　何塞：比赛才是检验队员的最好机会，我们冬训到现在还没有热身比赛，因为担心队员出现伤病，所以我们有统筹的安排，在周四第一场热身赛之前，我不太方便点评年轻队员的表现，周四的比赛之后，我会有一些客观的认识。
1304,　　北青报：那么您对于强制使用年轻队员怎么看呢？
1305,　　何塞：其实我的观点并不重要，我只能说在我看来，这个规则的制定者，一定是抱着希望对中国足球好、希望帮助中国足球更好发展的愿望才这样做，那么作为足球从业者，只能是适应规则，毕竟只有适应规则，才能打好比赛，没有别的办法。
1306,"　　,告诉队员，谁想上场就玩命跑"
1307,　　北青报：虽然没有明言，但是俱乐部是希望重回亚冠的。您觉得这个任务和带格拉纳达保级，哪个更困难一点？
1308,　　何塞：每个任务都有自己的特点，留待我完成的目标也不一样，把这两者完全做比较并不特别合适。去年接手格拉纳达的时候，留给我的时间很少，离第一场比赛只有不到一周的时间，当时我们在保级区，面临降级，每场比赛都没有退路，容错几率很小。而今年接手国安，留给我的时间很充裕，所以虽然现在中超的竞争越来越激烈，但是我对带队打好比赛还是很有信心的。
1309,　　北青报：执教西甲球队，有什么经验可以用在国安身上呢？
1310,　　何塞：我去年执教格拉纳达的时候，首先是改变了他们的精神状态，不管什么位置的球员，昂扬的精神才是战斗力的源泉。我希望今年每一个对手遇到我们的时候，都会说国安是一个很难缠的对手。我相信队员们能打出有竞争力的比赛。我们不比任何人差，同时在比赛前我们也并不比任何人更好，一切都在场上证明。
1311,　　北青报：所以今年国安队内的竞争也会很激烈了？
1312,　　何塞：我说过我的队伍中状态最好的球员，永远有上场的机会。教练应该把状态最好、表现最好的球员放到最适合他的位置，如果脱离这一切去定阵容，那是巨大的错误，所以我告诉我的队员，谁想上场，就玩命跑。不单是为了自己，更要为了队友去玩命地跑。
1313,　　本报海口专电 记者 张巍
1314,　　原标题：范加尔宣布退休
1315,　　本报讯(记者 张巍)被中国球迷称为范厨师的荷兰名帅范加尔终于退休了：在接受荷兰媒体采访的时候，范加尔宣布不会重返主教练的岗位。
1316,　　范加尔是在荷兰国内的一次颁奖礼上收获终身成就奖之后做出表态的。“我想应该是时候退休了。其实，在2014年世界杯结束的时候我就有这样的打算了。执教曼联后，我认为我会停下来，但我那时候决定先休假。不过现在我不认为我还会去执教。”据媒体报道，家庭是他决定退休的重要因素，因为就在上个月，老帅的其中一位女婿突然去世，这也让范加尔决心把更多的时间留给家人。
1317,　　值得一提的是，范加尔还曾经有机会来中超执教，他自己表示自己拒绝了一份3年4500万英镑的执教合同。“中东不会支付这样的工资，但是中国会，我本来可以去那里，但是我现在还在这里，我的家庭发生了太多事情。”在历任阿贾克斯、巴塞罗那、阿尔克马尔、拜仁慕尼黑和曼联等五家俱乐部的主教练，以及两度执教荷兰国家队之后，范加尔终于到了告别的时候了。
1318,　　原标题：卡洛维奇狂轰75记ACE球
1319,　　本报讯 (记者 褚鹏)澳网大满贯多项纪录昨天被改写。克罗地亚“大炮”卡洛维奇轰出了75记ACE，创造了澳网单场比赛ACE球之最。这场比赛也打破了2003年澳网1/4决赛罗迪克和摩洛哥人艾诺伊21比19的长盘纪录。
1320,　　在与阿根廷人泽巴洛斯的比赛中，37岁的卡洛维奇苦战5小时14分钟以6比7、3比6、7比5、6比2和长盘决胜22比20险胜对手，晋级第二轮。
1321,　　之前澳网单场比赛最多ACE球纪录是由瑞典名将约翰松在2005年澳网第四轮创造的，当时他轰出了51记ACE，不过还是4盘输给了阿加西。
1322,　　卡洛维奇的发球纪录不单单只有这一项，在温网他连续三场比赛都有40多个ACE球，成为第一人；2009年法网和休伊特的比赛中他轰出55记ACE；去年美网首轮和卢彦勋的比赛他发出了61记ACE，都创造了赛事之最。2015年，他成为第二位生涯总ACE数进入10000俱乐部的球员，现在他已经超越伊万尼塞维奇，排名历史第一位。
1323,　　原标题：莫里斯：年三十儿归队
1324,　　接受北京晨报记者越洋专访 透露左膝治疗正按计划进行
1325,　　北京首钢男篮遭遇连败后，社交媒体上开始有想念莫里斯的声音。日前，北京晨报记者与正在美国进行康复治疗的大莫取得联系，他透露，一切正在按计划进行，归队日期定在了1月27日，何时能复出则要视情况而定。
1326,　　“回队后要继续康复训练”
1327,　　莫里斯去年底离队返回美国治疗受伤的左膝。根据此前报道中的方案，采取目前在美国常见的“富血小板血浆”治疗，抽取他身体其他部位的血液，经过一系列分离，再注入受伤的膝盖部位，一共打3针。莫里斯告诉北京晨报记者，目前已经打了2针，最后一次会北京时间本周进行。为了帮助恢复，医生还给他打了其他2种针。
1328,　　接受这种治疗期间，大莫同时坚持左膝的康复训练，“仅仅是关节和肌肉的康复，是非常轻微的练习。”季前赛受伤后，他一直在坚持比赛，一定程度上加重了伤势，虽然中途靠抽取积液缓解，却治标不治本。为了更彻底地恢复，他这一次必须遵守医嘱，循序渐进，“最后一针打完后才能逐渐开始跑跳，然后是有球训练。进展得比较慢，但我每天都在进步。”
1329,　　经过医生同意后，大莫把归期定在了大年三十儿，“届时我将完成所有治疗项目，回队继续康复训练。别担心，我就快‘回家’了。”至于何时能复出还要看恢复情况。
