,content
1852,　　据悉，沪新能源汽车目前自主技术水平保持内地领先，稳步走向国际竞争。2016年4月，《上海市鼓励购买和使用新能源汽车暂行办法》发布，首次将诚信体系作为购买新能源汽车的前置条件。(完)
1853,　　重庆市一位雷先生2016年花费20万元在二手车交易平台“人人车”上购买了一辆二手汽车，该平台声称汽车经过了249项专业检查，然而在办理过户时，雷先生购买的汽车却被车管所交警检测为事故车，无法过户。
1854,　　记者观察发现，仅在最近几个月，有多起二手车买卖出现严重质量问题，二手车交易平台问题频发，不仅给车主造成困扰，也引起社会各界的广泛关注。
1855,　　事故车成“准新车”
1856,　　据悉，2016年10月30日，雷先生在“人人车”平台上看中一辆二手车，根据该平台描述，这辆车车况很好且无事故记录，几乎是一辆“准新车”。在后续电话沟通中，他再次确认车况，也得到了肯定的答复。该平台还告诉雷先生，在交易前还有一个专业的复检，共有249项“专业检查”，在检查合格后，雷先生将车提回了家，但没过多久，就出现了上面所描述的一幕。
1857,　　记者了解到，早在2016年8月，广东省消费者协会也曾通报一起二手车交易问题，消费者孙先生通过二手车交易平台“瓜子二手车”购买了一辆汽车，经该平台259项“专业检测”后显示里程数为9000公里，但在行驶一段时间后，孙先生发现汽车频频出现事故，便将车开至4S店进行检测。检测结果显示，该车在孙先生购买前最后一次保养里程为54294公里，4S店工作人员提醒孙先生，车辆里程表可能被卖家篡改，之前的检测结果存在问题。
1858,　　记者就所谓“专业检测”测不出问题一事联系了某二手车平台销售人员。这位销售人员称，二手车平台上卖的二手车都是平台自己负责检测，基本都没有通过第三方机构。而面对记者对检测提出的疑问，对方表示，如果仍不放心，购车前还会联系合作的4S店进行检测，记者随即询问是否为与汽车品牌对应的4S店，对方则表示：“车辆太多了，什么品牌都有，不可能每个品牌都找相应的4S店，我们有自己专门合作的4S店，所有车都由他们检测。”
1859,　　消费者维权屡遭推诿
1860,　　针对最近几起媒体曝光的二手车交易问题，不少网友表示质疑。网友“红星”留言说：“那么严重的事故车，249项检查都查不出来？真是太糊弄人了！”而网友“金雷雨”则评论说：“为什么交警看一眼就能看出来的问题，这些平台自称专业的检测却看不出来？”
1861,　　对于所谓的上百道检测程序，多位业内人士都表示大多数检测都是“走过场”，对于车况的把关形同虚设。二手车高级评估师高大鹏表示：“平台为了利益在检测过程中所设的标准较低，检测质量与4S店的专业检测相比差距很大，目前所有二手车电商理论上都存在质量风险。”
1862,　　除了汽车质量存在问题之外，购车者在后续维权的过程中也是困难重重，记者采访了多位购买二手车遭遇质量问题的车主，大多数车主在维权过程中都遇到了平台与原车主之间的相互推诿，导致维权久拖不决。
1863,　　一位维权车主告诉记者，自己一开始相信平台的检测质量，但不久汽车就遇到问题，之后再联系客服对方就说是原车主提供的汽车信息不实，建议联系原车主，而原车主又说车是通过平台卖出的，要退车就联系平台。“可当初这些平台都声称有严格的检测，而且出现质量问题可以全额赔付，等到真的出问题了，才知道维权有多难。”这名车主说。
1864,　　山东统河律师事务所律师陈林认为：“目前二手车交易市场良莠不齐，一些二手车商家存在消费欺诈行为，在没有具体监管规定出台之前，如需购买尽量选择正规的二手车交易公司，签订正规交易合同，明确各方责任，避免日后维权时出现互相推诿的情况，为维护自身权益留下有力凭证。”
1865,　　应出台政策规范二手车交易
1866,　　上述两起事件中涉及的二手车平台人人车和瓜子二手车近来对记者的采访进行了回复。人人车方面表示，对于重大事故车会采取“一刀切”处理政策，一律全额退款，并赔偿因此给客户带来的损失，但对为何会造成这一后果只字未提。而瓜子二手车方面却称，对二手车平台来说，一般都会杜绝重大事故车和“泡水车”上市交易，但“调表车”现在是个行业问题。
1867,　　中国汽车流通协会一份针对二手车电商行业的调查分析认为，当前行业缺乏对二手车网络买卖的政府行业监管，缺乏管理措施是导致二手车电商鱼龙混杂的原因之一。消费者应该谨慎购买二手车，同时二手车平台也应加强自律。
1868,　　有专家认为，通过电商平台进行二手车交易是比较新颖的方式，但是很多平台的车都是自己检测自己卖，难以保证质量。中国汽车流通协会副秘书长罗磊表示，二手车市场因为检测标准不统一、诚信交易等问题一直被外界诟病，也影响其市场规模化发展。希望在政府的支持下，制定统一的检测标准，对二手车的车况进行客观认证，向消费者公示车况信息，并建立规范的二手车行业信息公开制度，最大程度上消除信息不对称现象。
1869,　　网友呼吁：“不能等事情放到网上，被大家关注之后才着手解决问题，如果能够建立起制度化的保障措施，例如对二手车交易市场出台相关的规范条例，再有类似事件发生，可能会得到更好更快速的处理结果。”
1870,　　“消费者在选购二手车时一定要树立防范意识，谨慎购买。对于这类新兴市场，相关部门也应尽快出台具体的法律法规，从质量检测、买卖交易、消费者权益保障等各个方面对二手车交易市场予以规范。”陈林说。
1871,　　本报北京1月4日电 (记者刘志强)记者从交通运输部获悉：自《网络预约出租汽车经营服务管理暂行办法》2016年11月1日施行以来，各地交通运输部门积极推进出租汽车行业改革政策落地实施工作。截至2016年12月30日，全国共有北京、天津、上海、重庆、杭州、宁波、大连、成都、厦门、福州、广州、合肥、深圳、青岛等42个城市正式发布了网约车管理实施细则。另外，还有140余个城市已向社会公开征求了意见。
1872,　　2016年12月30日，交通运输部会同工业和信息化部等部门，联合开展了网约车线上服务能力认定培训工作，滴滴出行、神州专车、首汽约车、易到用车等10家网约车平台公司以及有关省市相关部门参加了培训。
1873,    广州日报讯 （记者蒋偲）深圳湾口岸逢节假日必堵已经成了“例牌菜”。为缓解深圳湾口岸交通拥堵现状，同时为2017年下半年轨道13号线深圳湾口岸段实施的交通分流提前做准备，市交委与多部门联动，开展了深圳湾口岸近期交通改善工作。
1874,    记者昨日从市交委获悉，口岸停车场改造已经完成，D停车场已经启用，A停车场改为公共交通接驳区，B停车场改为社会车辆即停即走区域。口岸周边道路出入口改造也在稳步推进，而直通深圳湾口岸的地铁13号线也有望在今年开工。
1875,    中心路东进口新增掉头口
1876,    为提升进出口岸效率，市交委在东滨路东二路交叉口东进口打开左转，西行公交、旅游巴士、出租车等公共交通车辆可以直接左转进入口岸，就近进入公交接驳区。同时，在中心路东进口新增掉头口，西行小汽车与跨境车辆实现提前掉头。
1877,    另一方面，市交委将进一步打通科苑路东滨路交叉口南北向直行，缓解交叉口南进口右转交通压力。
1878,    B停车场改为即停即走区
1879,    交通部门优化公共交通接驳区布局与交通组织，将原A、B停车场功能调到D停车场。
1880,    原A停车场关闭并停止使用，改造为旅巴、校车、公交场站，原公交场站与出租车场站功能不变。目前公共交通接驳区已经启用，原A停车场改造已基本完成，可安排旅游大巴即停即走，但学童巴士、新增公交线路，需进一步完善A区内部停靠设施再开放。原B停车场关闭并停止使用，改造为小汽车即停即走区，利用科苑路东侧新建临时便道驶出，该项改造已经完成并启用。D停车场改造也已经完成并启用，但是目前通过东滨路东二路交叉口驶入口岸的车辆，无法直接进入D停车场，需在东滨路东行右转科苑南路进入或通过望海路南行右转科苑南路进入。
