,content
827,　　张恩和还经常告诫参研人员，在研制中不要怕出问题，更不能遇到问题绕道走。问题暴露得越早、越多，解决得越好，发动机就越成熟可靠。
828,　　在一次常规的低温试验中，总设计师可以不用亲自在现场，可是60多岁的张恩和心系工作，坚持从前半夜就和大家一直工作到早上5点，当时厂房冬天非常冷，在场有好多人都劝他回去休息，但他不肯，为了了解真实的温度情况，他也不时地去查看在室外放置的温度计。为了达到低温要求，他就一遍一遍给气象站打电话询问，得到回答是在当天凌晨三、四点是温度最低的时候，张恩和告诫大家，试验差一点也不行，必须较真到底。
829,　　俄罗斯科学家研制出一种可使战斗机隐形的新材料，其拥有自然界中并不存在的属性，可以通过阻挡、吸收、增强甚至弯曲等方式来操控电磁波，从而使物体隐形，能广泛应用于新型武器的研制以及超级计算机设计等领域。
830,　　发表在《物理评论》杂志上的研究结果称，这种新材料由俄罗斯国立工艺技术大学(NUST MISIS)和希腊克里特大学的研究人员合作开发。双方于2016年签订了合作备忘录，加强量子技术研究，共同资助包括“超材料”在内的最新研究。
831,　　该项目负责人阿列克谢·巴沙林解释说：“我们最新研制的‘超材料’由从普通钢铁上切削下来的一小块所谓超分子网格组成， 由于这种网格独特的形状和构造，使新‘超材料’拥有独一无二的属性，能用来制造可探测爆炸物和化学武器的超灵敏传感器。”
832,　　国立工艺技术大学发表声明指出，添加非线性半导体还可使这一“超材料”变成一种可调整的屏幕，使战斗机对无线电、红外线和其他波段的光线隐形。而且，新的“超材料”也能用于研制最新一代激光和量子计算机。
833,　　据悉，俄罗斯卫星通信公司(RSCC)和其他太空组织已表示对最新研究成果感兴趣。
834,　　中国航发动力所原副总师刘国玉回忆，张恩和天大的事都装在自己的心里，扛在自己的肩上，甚至在外出差，他都惦记着所里的研制工作，常常打电话回来询问研制进展，如果遇到问题，就多方协调，四处奔走。
835,"　　,斯人垂范细无声"
836,　　张恩和特别注重对年轻人的培养，不断给年轻人创造能力提升的机会。他告诫大家：“年轻的一代是祖国航空事业的未来，必须从现在开始，从平时的一点一滴中积累，你们所做的每一件事都关系着祖国的前途，关系到人民的利益，在这项伟大的事业中一定要保持严谨的态度，来不得半点马虎。”
837,　　2005年，“太行”发动机通过设计定型审查，动力所拿出150万元奖励“太行”发动机团队。作为“太行”总设计师，张恩和理应得到较多的奖金，但他把这150万元全部分发给参加研制工作的职工，包括很多一线的普通职工。
838,　　作为中国航发动力所领导，张恩和有很多出国的机会，但从2000年到2016年的16年间，张恩和仅出国学习一次，他总是把机会让给别人，也因为他时时刻刻都惦记着发动机研制工作，不想离开半步。
839,　　中国航发动力所党委书记吴文生回忆，2003年春季的一天深夜，高空台试验现场“太行”发动机出现问题，此时正值“非典”时期，张恩和得知此事后，坚决要去现场，同志们都劝说他不要去了，派别人去处理。
840,　　他焦虑地说：“‘太行’发动机已成为我生命的一部分，如今出问题了，不去能安心吗？”就这样，在由沈阳去四川几千里的路上，两辆车由3名司机轮流开，张恩和与时任所长李勇、党委书记陈锐一行一路上不住旅馆，只在汽车里休息吃东西，经过38个小时的颠簸，赶到了四川省江油涡轮院高空台试车现场。
841,　　60多岁的张恩和一下车顾不得休息，一边听着参研人员汇报，一边认真思考，一夜未合眼的他顾不得擦去脸上的汗水，一遍一遍地分析各种数据。
842,　　在整个“太行”发动机研制的过程中，他始终把自己的理想追求和型号研制连在一起。他曾说过：“我一生别无所求，只要型号成功，只要对发动机事业发展有好处，对国防武器装备建设有好处，自己这一生就算没有白过。”
843,　　张恩和去世前1个月，就已因为发烧在所医院住院治疗，情况不容乐观，但他坚决阻止家人将他生病的情况告诉所领导，他说：“临近年底，他们工作繁忙，知道我生病肯定还要来探望，又要耽误他们的工作……”
844,　　在同事看来，张恩和的人生是“无悔奉献”“忠诚爱国”的真实写照，张恩和虽然走了，但他的精神却永远鼓舞着航发人奋勇前行。
845,　　叫岗叫到了团长
846,　　火箭军某团铁运连上等兵　符　雄
847,　　深夜，寒气逼人。正在站岗的我伸出左手看了看表，已是凌晨2点半，到换岗的时间了！
848,　　我快速走到一角，向正在警戒的班长王雨红请示：“班长，我去叫岗吧。”“行，今天岗表有调整，接岗的是在第一排帐篷中间的……”“我知道了！”没等班长把话说完，我就一溜烟地往宿营地跑。
849,　　徒步行军了一整天，参加战备拉动的战友们此刻已酣然入梦。夜色很浓，我轻轻拉开帐篷门帘，里面躺着的人睡得正香，看不清是谁。我便压低声音对那人说：“哥们，接岗了！”
850,　　连叫了几遍都没动静。一见如此，我突然冒出个恶作剧的念头，顺手从帐篷外摸了根树枝往他身上戳去。
851,　　“谁？干什么？！”估计是被戳痛了，那人像触电似的一下坐了起来。我忍不住笑着说：“该你站岗了！”随即便去叫另一个接岗的战友。
852,　　当我完成叫岗任务，一身轻松往回走时，正好遇上这边穿戴整齐准备上岗的战友。借着模糊月光，我隐约觉得这个人的身影有点熟，等到我们快打照面时，我定睛一瞧，顿时愣住了：“团……团长，怎么是您？对不起，我叫错岗了！”
853,　　说实在的，当时我的大脑一片空白，一脸发懵地怔在原地。只见团长挥了挥手说：“你没叫错，下班岗是轮到我了。”整了整衣服，他又接着说：“以后叫岗的方式可以制式一点！”说完，便呵呵一笑径直往山上走去，我连忙跟了上去。
854,　　换完岗回来，我抑制不住内心的忐忑，悄悄把刚才叫岗的经历告诉了班长。他听完后差点笑岔了气：“你小子！刚才叫岗时我想告诉你，可你跑得比兔子还快！”
855,　　从班长的嘴里，我获悉了一个“秘密”：这次战备拉动，团领导全程随队行军，不但不住班用大帐篷，坚持自己搭建单兵帐篷，还决定承包最难熬的倒数第二班岗，团长把自己排在了第一天。
856,　　第二天行军，当我再见到团长时，发现他的眼里多了不少血丝……
857,　　(李振华、宋海军整理)
858,　　澳专家：中国军方握有南海战略主动权
859,　　责任编辑：姜涛
860,　　核心提示：凭借这些新的空军基地和最先进的空中力量，中国如今在南海握有战略主动权。任何时候，中国只要决定了，就能够往南海的空军基地部署比东盟所有空中力量规模更大、能力更强的空中作战力量。
861,　　参考消息网1月17日报道 澳大利亚洛伊解读者网站1月16日发表文章称，让我们面对现实吧，中国如今在南海握有战略主动权：任何时候，中国只要决定，就能够往南海的空军基地部署比东盟所有空中力量规模更大、能力更强的空中作战力量。文章作者是澳大利亚皇家空军退役上校、格里菲斯大学格里菲斯亚洲研究所客座研究员彼得·莱顿。
862,　　文章称，过去一年，地区战略格局发生急剧变化。在南海，中国建造了六个大型岛屿、三座坚固的空军基地以及三处相当大的电子监视设施。实际上，中国向澳大利亚挪近了大约1100公里，进入东盟地区的地理腹地。
863,　　鉴于中国近来的军力发展，这种领土扩张主义尤其令人不安。中国的空中力量正迅速转型，它所借助的是中国2014年推行的一项为期十年的大型现代化计划，目前这个计划正加速推进。中国的空军已经淘汰了上世纪50年代的过时技术，使用新式作战飞机和非常先进的地对空导弹系统。
